Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGGT1_227070	TGGT1_227070-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:1,010,859..1,012,095(-)	hypothetical protein	TGME49_227070,TGRH88_046680,TGVEG_227070	OG6_489541
TGGT1_227080	TGGT1_227080-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:1,007,319..1,009,487(-)	hypothetical protein	TGME49_227080,TGRH88_046690,TGVEG_227080	OG6_106120
TGGT1_227090	TGGT1_227090-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:998,873..1,004,781(-)	aspartokinase	TGME49_227090,TGRH88_046700,TGVEG_227090	OG6_100697
TGGT1_227100	TGGT1_227100-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:994,830..995,773(+)	hypothetical protein	TGME49_227100,TGRH88_046710,TGVEG_227100	OG6_491507
TGGT1_227115	TGGT1_227115-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:987,838..992,852(+)	hypothetical protein	TGME49_227115,TGRH88_046720,TGVEG_227115	OG6_139477
TGGT1_227130	TGGT1_227130-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:986,652..987,218(-)	hypothetical protein	TGME49_227130,TGRH88_046730,TGVEG_227130	OG6_490110
TGGT1_227140	TGGT1_227140-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:978,878..986,066(-)	hypothetical protein	TGME49_227140,TGRH88_046740,TGVEG_227140	OG6_491099
TGGT1_227150	TGGT1_227150-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:973,361..975,393(+)	putative glutaredoxin	TGME49_227150,TGRH88_046750,TGVEG_227150	OG6_100315
TGGT1_227260	TGGT1_227260-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:965,748..971,287(-)	RIO1 family protein	TGME49_227260,TGRH88_046760,TGVEG_227260	OG6_101547
TGGT1_227270	TGGT1_227270-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:960,162..962,805(+)	hypothetical protein	TGME49_227270,TGRH88_046770,TGVEG_227270	OG6_489773
TGGT1_227275	TGGT1_227275-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:959,153..960,150(+)	hypothetical protein	TGRH88_046780,TGVEG_227275	OG6_490092
TGGT1_227280	TGGT1_227280-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:956,231..956,899(-)	dense granule protein GRA3	TGME49_227280,TGRH88_046790,TGVEG_227280	OG6_491069
TGGT1_227290	TGGT1_227290-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:951,051..953,576(-)	histone deacetylase HDAC3	TGME49_227290,TGRH88_046800,TGVEG_227290	OG6_100248
TGGT1_227300	TGGT1_227300-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:941,106..948,476(+)	hypothetical protein	TGME49_227300,TGRH88_046810,TGVEG_227300	OG6_490267
TGGT1_227310	TGGT1_227310-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:939,012..939,557(-)	hypothetical protein	TGME49_227310,TGRH88_046820,TGVEG_227310	OG6_491652
TGGT1_227320	TGGT1_227320-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:926,946..935,712(-)	hypothetical protein	TGME49_227320,TGRH88_046830,TGVEG_227320	OG6_489701
TGGT1_227330	TGGT1_227330-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:923,861..924,331(-)	hypothetical protein	TGME49_227330,TGRH88_046840,TGVEG_227330	OG6_491930
TGGT1_227335	TGGT1_227335-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:922,660..923,361(+)	hypothetical protein	TGME49_227335,TGRH88_046850,TGVEG_227335	OG6_491471
TGGT1_227350	TGGT1_227350-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:907,213..919,338(+)	hypothetical protein	TGME49_227350,TGRH88_046860,TGVEG_227350	OG6_490626
TGGT1_227360	TGGT1_227360-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:901,297..903,989(-)	ribosomal protein RPL3	TGME49_227360,TGRH88_046870,TGVEG_227360	OG6_100665
TGGT1_227370	TGGT1_227370-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:887,016..894,507(-)	hydrolase CocE/NonD family protein	TGME49_227370,TGRH88_046880,TGVEG_227370	OG6_124529
TGGT1_227380	TGGT1_227380-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:883,259..885,750(+)	hypothetical protein	TGME49_227380,TGRH88_046890,TGVEG_227380	OG6_491036
TGGT1_227390	TGGT1_227390-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:876,324..880,460(-)	hypothetical protein	TGME49_227390,TGRH88_046900,TGVEG_227390	OG6_157512
TGGT1_227400	TGGT1_227400-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:868,901..872,849(-)	hypothetical protein	TGME49_227400,TGRH88_046910,TGVEG_227400	OG6_491624
TGGT1_227410	TGGT1_227410-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:863,307..866,660(+)	hypothetical protein	TGME49_227410,TGRH88_046920,TGVEG_227410	OG6_490807
TGGT1_227420	TGGT1_227420-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:857,137..861,452(-)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	TGME49_227420,TGRH88_046930,TGVEG_227420	OG6_105777
TGGT1_227430	TGGT1_227430-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:851,005..855,504(+)	transmembrane amino acid transporter protein	TGME49_227430,TGRH88_046940,TGVEG_227430	OG6_100466
TGGT1_227440	TGGT1_227440-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:842,744..846,308(-)	WD domain, G-beta repeat-containing protein	TGME49_227440,TGRH88_046950,TGVEG_227440	OG6_103232
TGGT1_227450	TGGT1_227450-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:834,070..841,020(+)	hydrolase, NUDIX family protein	TGME49_227450,TGRH88_046960,TGVEG_227450	OG6_102623
TGGT1_227560	TGGT1_227560-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:825,559..830,619(+)	putative IWS1 transcription factor	TGME49_227560,TGRH88_046970,TGVEG_227560	OG6_103048
TGGT1_227570	TGGT1_227570-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:818,494..822,156(-)	transmembrane amino acid transporter protein	TGME49_227570,TGRH88_046980,TGVEG_227570	OG6_100466
TGGT1_227580	TGGT1_227580-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:810,925..814,494(-)	transmembrane amino acid transporter protein	TGME49_227580,TGRH88_046990,TGVEG_227580	OG6_100466
TGGT1_227590	TGGT1_227590-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:807,230..807,867(+)	hypothetical protein	TGME49_227590,TGVEG_227590	OG6_491844
TGGT1_227600	TGGT1_227600-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:803,568..805,820(-)	ribosomal protein RPL34	TGME49_227600,TGRH88_047010,TGVEG_227600	OG6_100855
TGGT1_227610	TGGT1_227610-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:785,051..801,902(+)	hypothetical protein	TGME49_227610,TGRH88_047020,TGVEG_227610	OG6_163286
TGGT1_227615	TGGT1_227615-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:781,229..783,483(+)	hypothetical protein	TGME49_227615,TGRH88_047030,TGVEG_227615	OG6_489607
TGGT1_227620	TGGT1_227620-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:779,857..780,655(-)	dense granule protein GRA2	TGME49_227620,TGRH88_047040,TGVEG_227620	OG6_490567
TGGT1_227630	TGGT1_227630-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:777,093..778,373(-)	hypothetical protein	TGME49_227630,TGRH88_047050,TGVEG_227630	OG6_491771
TGGT1_227640	TGGT1_227640-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:774,492..775,244(-)	hypothetical protein	TGRH88_047060	OG6_491920
TGGT1_227650	TGGT1_227650-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:771,838..774,032(-)	putative microtubule-associated protein RP/EB family	TGME49_227650,TGRH88_047070,TGVEG_227650	OG6_100898
TGGT1_227660	TGGT1_227660-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:767,756..770,254(+)	putative DNA methyltransferase 2	TGME49_227660,TGRH88_047080,TGVEG_227660	OG6_103302
TGGT1_227780	TGGT1_227780-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:740,833..765,087(+)	hypothetical protein	TGME49_227780,TGRH88_047090,TGVEG_227780	OG6_104175
TGGT1_227790	TGGT1_227790-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:732,614..739,257(-)	glycosyltransferase, group 1 family protein	TGME49_227790,TGRH88_047100,TGVEG_227790	OG6_102563
TGGT1_227800	TGGT1_227800-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:720,180..729,168(-)	EF hand domain-containing protein	TGME49_227800,TGRH88_047110,TGVEG_227800	OG6_101578
TGGT1_227810	TGGT1_227810-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:715,479..717,059(+)	rhoptry kinase family protein ROP11 (incomplete catalytic triad)	TGME49_227810,TGRH88_047120,TGVEG_227810	OG6_490797
TGGT1_227820	TGGT1_227820-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:705,130..713,114(+)	hypothetical protein	TGME49_227820,TGRH88_047130,TGVEG_227820	OG6_223162
TGGT1_227830	TGGT1_227830-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:696,504..700,276(-)	putative mitochondrial inner membrane translocase TIM44	TGME49_227830,TGRH88_047140,TGVEG_227830	OG6_102237
TGGT1_227840	TGGT1_227840-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:688,340..694,954(+)	Memo family protein	TGME49_227840,TGRH88_047150,TGVEG_227840	OG6_101032
TGGT1_227850	TGGT1_227850-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:681,324..685,057(-)	peptidyl-prolyl cis-trans isomerase, cyclophilin-type domain-containing protein	TGME49_227850,TGRH88_047160,TGVEG_227850	OG6_102469
TGGT1_227860	TGGT1_227860-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:675,831..680,135(+)	hypothetical protein	TGME49_227860,TGRH88_047170,TGVEG_227860	OG6_137119
TGGT1_227870	TGGT1_227870-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:672,625..674,107(-)	Tim10/DDP family zinc finger superfamily protein	TGME49_227870,TGRH88_047180,TGVEG_227870	OG6_103836
TGGT1_227875	TGGT1_227875-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:667,438..668,507(-)	hypothetical protein	TGVEG_227875	OG6_492291
TGGT1_227880	TGGT1_227880-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:665,684..666,807(+)	hypothetical protein	TGRH88_047200,TGVEG_227880	OG6_491569
TGGT1_227890	TGGT1_227890-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:662,571..663,359(-)	hypothetical protein	TGME49_227890,TGRH88_047210,TGVEG_227890	OG6_119987
TGGT1_227900	TGGT1_227900-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:654,907..659,009(-)	AP2 domain transcription factor AP2X-1	TGME49_227900,TGRH88_047220,TGVEG_227900	OG6_491736
TGGT1_227910	TGGT1_227910-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:650,367..652,104(+)	hypothetical protein	TGME49_227910,TGRH88_047230,TGVEG_227910	OG6_139455
TGGT1_227920	TGGT1_227920-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:647,805..649,182(-)	hypothetical protein	TGME49_227920,TGRH88_047240,TGVEG_227920	OG6_146155
TGGT1_227930	TGGT1_227930-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:638,021..643,944(-)	hypothetical protein	TGME49_227930,TGRH88_047250,TGVEG_227930	OG6_489445
TGGT1_227940	TGGT1_227940-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:636,910..637,699(-)	hypothetical protein	TGME49_227940,TGVEG_227940	OG6_492310
TGGT1_227948	TGGT1_227948-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:626,225..636,243(+)	peptidase M16 inactive domain-containing protein	TGME49_227948,TGRH88_047260,TGVEG_227948	OG6_101809
TGGT1_227952	TGGT1_227952-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:621,123..624,301(+)	14-3-3 superfamily protein	TGME49_227952,TGVEG_227952	OG6_490121
TGGT1_227960	TGGT1_227960-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:612,917..615,688(-)	PCI domain-containing protein	TGME49_227960,TGRH88_047270,TGVEG_227960	OG6_101896
TGGT1_227970	TGGT1_227970-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:610,022..611,286(+)	histone family DNA-binding protein	TGME49_227970,TGRH88_047280,TGVEG_227970	OG6_103534
TGGT1_227980	TGGT1_227980-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:604,563..607,952(+)	hypothetical protein	TGME49_227980,TGRH88_047290,TGVEG_227980	OG6_490412
TGGT1_227990	TGGT1_227990-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:593,180..598,760(+)	hypothetical protein	TGME49_227990,TGRH88_047300,TGVEG_227990	OG6_223183
TGGT1_227995	TGGT1_227995-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:591,533..593,043(+)	hypothetical protein	TGRH88_047310	OG6_491262
TGGT1_228000	TGGT1_228000-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:588,325..591,099(+)	putative splicing factor 3A subunit 2	TGME49_228000,TGRH88_047320,TGVEG_228000	OG6_102158
TGGT1_228010	TGGT1_228010-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:579,787..586,069(+)	hypothetical protein	TGME49_228010,TGRH88_047330,TGVEG_228010	OG6_490292
TGGT1_228030	TGGT1_228030-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:573,170..576,580(-)	hypothetical protein	TGME49_228030,TGRH88_047350,TGVEG_228030	OG6_490953
TGGT1_228040	TGGT1_228040-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:567,159..569,903(-)	PPIC-type PPIASE domain-containing protein	TGME49_228040,TGRH88_047360,TGVEG_228040	OG6_490253
TGGT1_228050	TGGT1_228050-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:561,822..563,489(-)	hypothetical protein	TGME49_228050,TGRH88_047370,TGVEG_228050	OG6_490067
TGGT1_228060	TGGT1_228060-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:556,270..559,656(-)	hypothetical protein	TGME49_228060,TGRH88_047380,TGVEG_228060	OG6_491735
TGGT1_228065	TGGT1_228065-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:553,058..553,896(-)	hypothetical protein	TGME49_228065,TGRH88_047390,TGVEG_228065	OG6_490844
TGGT1_228070	TGGT1_228070-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:518,611..549,108(+)	hypothetical protein	TGME49_228070,TGRH88_047400,TGVEG_228070	OG6_490808
TGGT1_228080	TGGT1_228080-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:504,526..514,341(+)	dihydrouridine synthase (dus) protein	TGME49_228080,TGRH88_047420,TGVEG_228080	OG6_101202
TGGT1_228100	TGGT1_228100-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:493,043..502,437(-)	hypothetical protein	TGME49_228100,TGRH88_047430,TGVEG_228100	OG6_186089
TGGT1_228110	TGGT1_228110-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:489,180..490,816(-)	hypothetical protein	TGME49_228110,TGRH88_047440,TGVEG_228110	OG6_110442
TGGT1_228120	TGGT1_228120-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:469,350..486,422(+)	hypothetical protein	TGME49_228120,TGRH88_047450,TGVEG_228120	OG6_205735
TGGT1_228130	TGGT1_228130-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:462,815..465,944(+)	hypothetical protein	TGME49_228130,TGRH88_047460,TGVEG_228130	OG6_107016
TGGT1_228140	TGGT1_228140-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:461,855..462,760(+)	hypothetical protein	TGRH88_047470,TGVEG_228140	OG6_491670
TGGT1_228145	TGGT1_228145-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:460,629..461,665(-)	hypothetical protein	TGME49_228145,TGRH88_047480,TGVEG_228145	OG6_490814
TGGT1_228150	TGGT1_228150-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:450,432..458,115(+)	hypothetical protein	TGME49_228150,TGRH88_047490,TGVEG_228150	OG6_491017
TGGT1_228160	TGGT1_228160-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:440,901..446,825(-)	acid phosphatase	TGME49_228160,TGRH88_047500,TGVEG_228160	OG6_133982
TGGT1_228170	TGGT1_228170-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:431,147..436,956(-)	inner membrane complex protein IMC2A	TGME49_228170,TGRH88_047510,TGVEG_228170	OG6_133982
TGGT1_228175	TGGT1_228175-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:427,048..429,288(+)	hypothetical protein	TGME49_228175,TGRH88_047520,TGVEG_228175	OG6_491757
TGGT1_228180	TGGT1_228180-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:418,418..421,409(-)	putative cytochrome C oxidase assembly factor COX15	TGME49_228180,TGRH88_047530,TGVEG_228180	OG6_102761
TGGT1_228190	TGGT1_228190-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:414,529..416,813(+)	putative eukaryotic initiation factor-3, subunit 5	TGME49_228190,TGRH88_047540,TGVEG_228190	OG6_103242
TGGT1_228200	TGGT1_228200-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:405,994..408,881(-)	vacuolar (h+)-atpase g subunit protein	TGME49_228200,TGRH88_047550,TGVEG_228200	OG6_490966
TGGT1_228210	TGGT1_228210-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:396,289..402,825(-)	26S proteasome regulatory subunit	TGME49_228210,TGRH88_047560,TGVEG_228210	OG6_101751
TGGT1_228220	TGGT1_228220-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:386,353..394,542(+)	MYND finger domain-containing protein	TGME49_228220,TGRH88_047570,TGVEG_228220	OG6_104592
TGGT1_228230	TGGT1_228230-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:378,932..383,473(+)	hypothetical protein	TGME49_228230,TGRH88_047580,TGVEG_228230	OG6_489592
TGGT1_228240	TGGT1_228240-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:368,360..371,801(+)	hypothetical protein	TGME49_228240,TGRH88_047590,TGVEG_462963	OG6_490581
TGGT1_228250	TGGT1_228250-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:358,605..365,361(+)	elongation factor Tu GTP binding domain-containing protein	TGME49_228250,TGRH88_047600,TGVEG_228250	OG6_139502
TGGT1_228270	TGGT1_228270-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:354,821..357,409(-)	hypothetical protein	TGME49_228270,TGRH88_047610,TGVEG_228270	OG6_224199
TGGT1_228280	TGGT1_228280-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:351,589..353,173(+)	hypothetical protein	TGME49_228280,TGRH88_047620,TGVEG_228280	OG6_490614
TGGT1_228290	TGGT1_228290-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:347,556..349,031(-)	phospholipase/carboxylesterase	TGME49_228290,TGRH88_047630,TGVEG_228290	OG6_100696
TGGT1_228300	TGGT1_228300-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:340,069..344,804(-)	CCDC25 protein	TGME49_228300,TGRH88_047640,TGVEG_228300	OG6_102835
TGGT1_228310	TGGT1_228310-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:335,620..336,535(-)	hypothetical protein	TGME49_228310,TGRH88_047650,TGVEG_228310	OG6_489313
TGGT1_228320	TGGT1_228320-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:329,192..333,128(+)	hypothetical protein	TGME49_228320,TGRH88_047660,TGVEG_228320	OG6_145649
TGGT1_228330	TGGT1_228330-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:316,049..327,983(-)	NLI interacting factor family phosphatase	TGME49_228330,TGRH88_047670,TGVEG_228330	OG6_102037
TGGT1_228340	TGGT1_228340-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:307,953..313,937(+)	hypothetical protein	TGME49_228340,TGRH88_047680,TGVEG_228340	OG6_490367
TGGT1_228350	TGGT1_228350-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:291,937..306,405(+)	elongation factor Tu GTP binding domain-containing protein	TGME49_228350,TGRH88_047690,TGVEG_228350	OG6_490596
TGGT1_228360	TGGT1_228360-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:286,110..288,045(+)	putative peptidyl-prolyl isomerase FKBP12	TGME49_228360,TGRH88_047700,TGVEG_228360	OG6_109419
TGGT1_228370	TGGT1_228370-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:281,175..284,159(+)	hypothetical protein	TGME49_228370,TGRH88_047710,TGVEG_228370	OG6_101818
TGGT1_228380	TGGT1_228380-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:273,879..279,059(+)	hypothetical protein	TGME49_228380,TGRH88_047720,TGVEG_228380	OG6_490954
TGGT1_228390	TGGT1_228390-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:262,231..271,221(+)	hypothetical protein	TGME49_228390,TGVEG_228390	OG6_490447
TGGT1_228395	TGGT1_228395-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:254,692..261,582(+)	hypothetical protein	TGME49_228395,TGRH88_047730,TGVEG_228395	OG6_490912
TGGT1_228400	TGGT1_228400-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:240,768..248,903(-)	WD domain, G-beta repeat-containing protein	TGME49_228400,TGRH88_047740,TGVEG_228400	OG6_130929
TGGT1_228410	TGGT1_228410-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:234,459..239,490(+)	Tubulin-tyrosine ligase family protein	TGME49_228410,TGRH88_047750,TGVEG_228410	OG6_146040
TGGT1_228420	TGGT1_228420-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:227,596..230,596(+)	protein kinase, cAMP-dependent, catalytic chain	TGME49_228420,TGRH88_047760,TGVEG_228420	OG6_145029
TGGT1_228430	TGGT1_228430-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:223,428..225,658(+)	hypothetical protein	TGME49_228430,TGRH88_047770,TGVEG_228430	OG6_491532
TGGT1_228440	TGGT1_228440-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:221,615..222,748(+)	hypothetical protein	TGME49_228440,TGVEG_228440	OG6_489585
TGGT1_228460	TGGT1_228460-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:209,869..220,176(-)	hypothetical protein	TGME49_228460,TGRH88_047780,TGVEG_228460	OG6_490096
TGGT1_228470	TGGT1_228470-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:205,832..208,062(+)	ribosomal protein RPL15	TGME49_228470,TGRH88_047790,TGVEG_228470	OG6_100733
TGGT1_228490	TGGT1_228490-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:200,935..204,627(-)	hypothetical protein	TGME49_228490,TGRH88_047800,TGVEG_228490	OG6_102632
TGGT1_228500	TGGT1_228500-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:196,978..199,951(+)	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein	TGRH88_047810,TGVEG_228500	OG6_100960
TGGT1_228510	TGGT1_228510-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:188,728..195,365(+)	hypothetical protein	TGME49_500340,TGRH88_047820,TGVEG_228510	OG6_137087
TGGT1_228620	TGGT1_228620-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:183,602..184,682(-)	hypothetical protein	TGME49_228620,TGRH88_047830,TGVEG_228620	OG6_104981
TGGT1_228630	TGGT1_228630-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:179,956..182,506(+)	hypothetical protein	TGME49_228630,TGRH88_047840,TGVEG_228630	OG6_102590
TGGT1_228640	TGGT1_228640-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:177,127..177,597(+)	hypothetical protein	TGME49_228640,TGRH88_047850,TGVEG_228640	OG6_491816
TGGT1_228660	TGGT1_228660-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:159,771..177,015(-)	Sec7 domain-containing protein	TGME49_228660,TGRH88_047860,TGVEG_228660	OG6_100729
TGGT1_228670	TGGT1_228670-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:146,332..154,964(-)	hypothetical protein	TGME49_228670,TGRH88_047870,TGVEG_228670	OG6_492015
TGGT1_228680	TGGT1_228680-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:139,342..143,720(-)	mitochondrial carrier superfamily protein	TGME49_228680,TGRH88_047880,TGVEG_228680	OG6_100767
TGGT1_228690	TGGT1_228690-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:106,615..137,306(+)	phosphatidylinositol 3- and 4-kinase	TGME49_228690,TGRH88_047890,TGVEG_228690	OG6_101741
TGGT1_228710	TGGT1_228710-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:100,281..104,153(-)	hypothetical protein	TGME49_228710,TGRH88_047900,TGVEG_228710	OG6_224200
TGGT1_228720	TGGT1_228720-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:96,076..98,553(+)	hypothetical protein	TGME49_228720,TGRH88_047910,TGVEG_228720	OG6_101654
TGGT1_228730	TGGT1_228730-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:87,923..94,773(-)	hypothetical protein	TGME49_228730,TGRH88_047920,TGVEG_228730	OG6_107295
TGGT1_228750	TGGT1_228750-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:72,512..83,383(-)	calcium dependent protein kinase CDPK7	TGME49_228750,TGRH88_047930,TGVEG_228750	OG6_114086
TGGT1_228760	TGGT1_228760-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:65,113..66,462(-)	hypothetical protein	TGME49_228760,TGRH88_047940,TGVEG_228760	OG6_223061
TGGT1_228770	TGGT1_228770-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:57,101..62,681(-)	hypothetical protein	TGME49_228770,TGRH88_047950,TGVEG_228770	OG6_139483
TGGT1_228780	TGGT1_228780-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:47,784..50,109(-)	Toxoplasma gondii family C protein	TGME49_228780,TGRH88_047960,TGVEG_228780	OG6_118713
TGGT1_228990	TGGT1_228990-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:4,809..7,264(-)	zinc finger (CCCH type) motif-containing protein	TGME49_228990,TGRH88_073810,TGVEG_228990	OG6_101179
TGGT1_229000	TGGT1_229000-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:10,568..14,305(-)	kelch repeat-containing protein	TGME49_229000,TGRH88_073820,TGVEG_229000	OG6_170516
TGGT1_229005	TGGT1_229005-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:14,912..15,916(+)	hypothetical protein	TGME49_229005,TGRH88_073830,TGVEG_229005	OG6_489405
TGGT1_229010	TGGT1_229010-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:18,238..24,970(+)	rhoptry neck protein RON4	TGME49_229010,TGRH88_073840,TGVEG_229010	OG6_491330
TGGT1_229020	TGGT1_229020-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:25,541..33,826(-)	putative cell-cycle-associated protein kinase CDK	TGME49_229020,TGRH88_073850,TGVEG_229020	OG6_160728
