Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGRH88_013550	TGRH88_013550_t1	Toxoplasma gondii RH-88	CM023090:2,773,719..2,776,037(-)	ribosomal protein RPL10	TGGT1_288720,TGME49_288720,TGVEG_288720	OG6_100701
TGRH88_013560	TGRH88_013560_t1	Toxoplasma gondii RH-88	CM023090:2,777,602..2,781,955(+)	unspecified product	TGGT1_288730,TGME49_288730,TGVEG_288730	OG6_491113
TGRH88_013570	TGRH88_013570_t1	Toxoplasma gondii RH-88	CM023090:2,784,283..2,786,794(-)	putative L-asparaginase	TGGT1_288740,TGME49_288740,TGVEG_288740	OG6_100658
TGRH88_013580	TGRH88_013580_t1	Toxoplasma gondii RH-88	CM023090:2,789,734..2,792,130(+)	ubiquinol-cytochrome c reductase	TGGT1_288750,TGME49_288750,TGVEG_288750	OG6_126434
TGRH88_013590	TGRH88_013590_t1	Toxoplasma gondii RH-88	CM023090:2,796,503..2,805,707(-)	endonuclease/exonuclease/phosphatase family protein	TGGT1_288800,TGME49_288800,TGVEG_288800	OG6_223152
TGRH88_013600	TGRH88_013600_t1	Toxoplasma gondii RH-88	CM023090:2,811,880..2,814,135(-)	unspecified product	TGGT1_288820,TGME49_288820,TGVEG_288820	OG6_102268
TGRH88_013610	TGRH88_013610_t1	Toxoplasma gondii RH-88	CM023090:2,819,854..2,827,062(+)	NADH dehydrogenase (NDH2-II)	TGGT1_288830,TGME49_288830,TGVEG_288830	OG6_100512
TGRH88_013620	TGRH88_013620_t1	Toxoplasma gondii RH-88	CM023090:2,829,713..2,831,659(+)	unspecified product	TGGT1_288840,TGME49_288840,TGVEG_288840	OG6_490403
TGRH88_013630	TGRH88_013630_t1	Toxoplasma gondii RH-88	CM023090:2,833,875..2,835,056(-)	unspecified product	TGGT1_288845,TGVEG_288845	OG6_489619
TGRH88_013640	TGRH88_013640_t1	Toxoplasma gondii RH-88	CM023090:2,835,668..2,837,703(-)	unspecified product	TGGT1_288850,TGME49_288850,TGVEG_288850	OG6_181890
TGRH88_013650	TGRH88_013650_t1	Toxoplasma gondii RH-88	CM023090:2,842,151..2,849,533(-)	RuvB family 2 protein	TGGT1_288860,TGME49_288860,TGVEG_288860	OG6_101635
TGRH88_013660	TGRH88_013660_t1	Toxoplasma gondii RH-88	CM023090:2,850,379..2,851,017(-)	unspecified product	TGVEG_288870	OG6_489922
TGRH88_013670	TGRH88_013670_t1	Toxoplasma gondii RH-88	CM023090:2,852,173..2,855,079(+)	unspecified product	TGGT1_288880,TGME49_288880	OG6_491615
TGRH88_013680	TGRH88_013680_t1	Toxoplasma gondii RH-88	CM023090:2,856,256..2,864,371(-)	unspecified product	TGGT1_288890,TGME49_288890,TGVEG_288890	OG6_491861
TGRH88_013690	TGRH88_013690_t1	Toxoplasma gondii RH-88	CM023090:2,865,191..2,866,690(-)	Yos1 family protein	TGGT1_288900,TGME49_288900,TGVEG_288900	OG6_103811
TGRH88_013700	TGRH88_013700_t1	Toxoplasma gondii RH-88	CM023090:2,866,956..2,870,444(+)	DUF866 domain-containing protein	TGGT1_288910,TGME49_288910,TGVEG_288910	OG6_102587
TGRH88_013710	TGRH88_013710_t1	Toxoplasma gondii RH-88	CM023090:2,873,118..2,879,420(-)	ATP-binding cassette G family transporter ABCG96	TGGT1_288920,TGME49_288920,TGVEG_288920	OG6_100076
TGRH88_013730	TGRH88_013730_t1	Toxoplasma gondii RH-88	CM023090:2,884,922..2,897,178(+)	unspecified product	TGGT1_288930,TGME49_288930,TGVEG_288930	OG6_223153
TGRH88_013740	TGRH88_013740_t1	Toxoplasma gondii RH-88	CM023090:2,901,606..2,923,290(+)	unspecified product	TGGT1_288940,TGME49_288940,TGVEG_288940	OG6_491941
TGRH88_013750	TGRH88_013750_t1	Toxoplasma gondii RH-88	CM023090:2,925,339..2,929,873(-)	unspecified product	TGGT1_288945,TGME49_288945,TGVEG_288945	OG6_489795
TGRH88_013760	TGRH88_013760_t1	Toxoplasma gondii RH-88	CM023090:2,935,831..2,938,686(+)	AP2 domain transcription factor AP2IX-4	TGGT1_288950,TGME49_288950,TGVEG_288950	OG6_489336
TGRH88_013770	TGRH88_013770_t1	Toxoplasma gondii RH-88	CM023090:2,941,110..2,952,113(-)	unspecified product	TGGT1_288960,TGME49_500421,TGVEG_288960	OG6_489736
TGRH88_013780	TGRH88_013780_t1	Toxoplasma gondii RH-88	CM023090:2,953,097..2,953,459(-)	unspecified product	TGGT1_288970,TGVEG_288970	OG6_492196
TGRH88_013790	TGRH88_013790_t1	Toxoplasma gondii RH-88	CM023090:2,959,739..2,963,856(-)	unspecified product	TGGT1_288990,TGME49_288990,TGVEG_288990	OG6_139476
TGRH88_013800	TGRH88_013800_t1	Toxoplasma gondii RH-88	CM023090:2,965,832..2,971,771(-)	unspecified product	TGGT1_289000,TGME49_289000,TGVEG_289000	OG6_224228
TGRH88_013810	TGRH88_013810_t1	Toxoplasma gondii RH-88	CM023090:2,974,000..2,979,221(+)	RNA recognition motif-containing protein	TGGT1_289010,TGME49_289010,TGVEG_289010	OG6_103314
TGRH88_013820	TGRH88_013820_t1	Toxoplasma gondii RH-88	CM023090:2,980,758..2,983,860(-)	unspecified product	TGGT1_289020,TGME49_289020,TGVEG_289020	OG6_491587
TGRH88_013830	TGRH88_013830_t1	Toxoplasma gondii RH-88	CM023090:2,989,274..2,991,489(-)	unspecified product	TGGT1_289030,TGME49_289030,TGVEG_289030	OG6_489713
TGRH88_013840	TGRH88_013840_t1	Toxoplasma gondii RH-88	CM023090:2,991,908..2,994,592(+)	unspecified product	TGGT1_289027,TGVEG_289027	OG6_224229
TGRH88_013850	TGRH88_013850_t1	Toxoplasma gondii RH-88	CM023090:2,995,600..2,996,004(+)	unspecified product	TGGT1_289023,TGVEG_289023	OG6_490975
TGRH88_013860	TGRH88_013860_t1	Toxoplasma gondii RH-88	CM023090:2,997,006..2,998,535(+)	Armadillo/beta-catenin family repeat-containing protein	TGGT1_289040,TGME49_500271,TGVEG_289040	OG6_202595
TGRH88_013870	TGRH88_013870_t1	Toxoplasma gondii RH-88	CM023090:3,001,794..3,013,632(-)	putative FIKK kinase	TGGT1_289050,TGME49_289050,TGVEG_289050	OG6_111291
TGRH88_013880	TGRH88_013880_t1	Toxoplasma gondii RH-88	CM023090:3,017,150..3,019,768(-)	unspecified product	TGGT1_289060,TGME49_289060,TGVEG_289060	OG6_491265
TGRH88_013890	TGRH88_013890_t1	Toxoplasma gondii RH-88	CM023090:3,023,135..3,035,219(+)	E1-E2 ATPase subfamily protein	TGGT1_289070,TGME49_289070,TGVEG_289070	OG6_100379
TGRH88_013900	TGRH88_013900_t1	Toxoplasma gondii RH-88	CM023090:3,037,627..3,041,235(+)	HEAT repeat-containing protein	TGGT1_289080,TGME49_289080,TGVEG_289080	OG6_101595
TGRH88_013910	TGRH88_013910_t1	Toxoplasma gondii RH-88	CM023090:3,047,651..3,048,136(+)	unspecified product	TGGT1_289090,TGVEG_289090	OG6_491315
TGRH88_013920	TGRH88_013920_t1	Toxoplasma gondii RH-88	CM023090:3,048,893..3,057,191(+)	unspecified product	TGGT1_289100,TGME49_289100,TGVEG_289100	OG6_151783
TGRH88_013930	TGRH88_013930_t1	Toxoplasma gondii RH-88	CM023090:3,060,750..3,064,358(-)	unspecified product	TGGT1_289110,TGME49_289110,TGVEG_289110	OG6_490018
TGRH88_013940	TGRH88_013940_t1	Toxoplasma gondii RH-88	CM023090:3,065,603..3,080,474(+)	unspecified product	TGGT1_289120,TGME49_289120,TGVEG_289120	OG6_489462
TGRH88_013950	TGRH88_013950_t1	Toxoplasma gondii RH-88	CM023090:3,083,507..3,085,150(+)	unspecified product	TGGT1_289130,TGME49_289130,TGVEG_289130	OG6_490278
TGRH88_013960	TGRH88_013960_t1	Toxoplasma gondii RH-88	CM023090:3,086,492..3,087,919(+)	putative ribosomal protein l22/l43	TGGT1_289140,TGME49_289140,TGVEG_289140	OG6_103158
TGRH88_013970	TGRH88_013970_t1	Toxoplasma gondii RH-88	CM023090:3,090,489..3,095,311(-)	unspecified product	TGGT1_289150,TGME49_289150,TGVEG_289150	OG6_223154
TGRH88_013980	TGRH88_013980_t1	Toxoplasma gondii RH-88	CM023090:3,100,906..3,107,275(+)	adenylate and guanylate cyclase catalytic domain-containing protein	TGGT1_289170,TGME49_289170,TGVEG_289170	OG6_105926
TGRH88_013990	TGRH88_013990_t1	Toxoplasma gondii RH-88	CM023090:3,109,169..3,112,253(-)	putative thioredoxin family redox-active protein	TGGT1_289180,TGME49_289180,TGVEG_289180	OG6_126892
TGRH88_014000	TGRH88_014000_t1	Toxoplasma gondii RH-88	CM023090:3,116,095..3,129,459(-)	tetratricopeptide repeat-containing protein	TGGT1_289190,TGME49_289190,TGVEG_289190	OG6_101869
TGRH88_014010	TGRH88_014010_t1	Toxoplasma gondii RH-88	CM023090:3,131,385..3,144,775(+)	RAP domain-containing protein	TGGT1_289200,TGME49_289200,TGVEG_289200	OG6_139494
TGRH88_014020	TGRH88_014020_t1	Toxoplasma gondii RH-88	CM023090:3,146,112..3,147,043(-)	prefoldin subunit protein	TGGT1_289210,TGME49_289210,TGVEG_289210	OG6_102908
TGRH88_014030	TGRH88_014030_t1	Toxoplasma gondii RH-88	CM023090:3,148,301..3,153,580(+)	unspecified product	TGGT1_289216,TGME49_500082,TGVEG_289216	OG6_103131
TGRH88_014040	TGRH88_014040_t1	Toxoplasma gondii RH-88	CM023090:3,153,596..3,155,930(-)	unspecified product	TGGT1_289218,TGVEG_289218	OG6_492070
TGRH88_014050	TGRH88_014050_t1	Toxoplasma gondii RH-88	CM023090:3,156,341..3,162,262(+)	unspecified product	TGGT1_289222,TGME49_500082,TGVEG_289222	OG6_103131
TGRH88_014060	TGRH88_014060_t1	Toxoplasma gondii RH-88	CM023090:3,164,007..3,165,563(-)	putative 50S ribosomal protein L12	TGGT1_289230,TGME49_289230,TGVEG_289230	OG6_100766
TGRH88_014070	TGRH88_014070_t1	Toxoplasma gondii RH-88	CM023090:3,167,460..3,174,437(-)	DnaJ domain-containing protein	TGGT1_289240,TGME49_289240,TGVEG_289240	OG6_132336
TGRH88_014080	TGRH88_014080_t1	Toxoplasma gondii RH-88	CM023090:3,177,629..3,180,252(+)	putative cyclophilin	TGGT1_289250,TGME49_289250,TGVEG_289250	OG6_102733
TGRH88_014090	TGRH88_014090_t1	Toxoplasma gondii RH-88	CM023090:3,182,052..3,186,794(-)	unspecified product	TGGT1_289260,TGME49_500438,TGVEG_289260	OG6_193714
TGRH88_014100	TGRH88_014100_t1	Toxoplasma gondii RH-88	CM023090:3,186,912..3,190,472(-)	unspecified product	TGGT1_289270,TGVEG_289270	OG6_491768
TGRH88_014110	TGRH88_014110_t1	Toxoplasma gondii RH-88	CM023090:3,192,979..3,194,884(+)	unspecified product	TGGT1_289273	OG6_492180
TGRH88_014120	TGRH88_014120_t1	Toxoplasma gondii RH-88	CM023090:3,196,951..3,208,976(-)	unspecified product	TGGT1_289280,TGVEG_289280	OG6_491045
TGRH88_014130	TGRH88_014130_t1	Toxoplasma gondii RH-88	CM023090:3,213,260..3,216,850(-)	unspecified product	TGGT1_289290,TGME49_289290,TGVEG_289290	OG6_490455
TGRH88_014140	TGRH88_014140_t1	Toxoplasma gondii RH-88	CM023090:3,222,556..3,226,910(+)	methionyl-tRNA synthetase	TGGT1_289300,TGME49_289300,TGVEG_289300	OG6_101119
TGRH88_014150	TGRH88_014150_t1	Toxoplasma gondii RH-88	CM023090:3,229,914..3,239,548(-)	cullin family protein	TGGT1_289310,TGME49_289310,TGVEG_289310	OG6_101330
TGRH88_014160	TGRH88_014160_t1	Toxoplasma gondii RH-88	CM023090:3,249,439..3,254,567(+)	putative casein kinase I	TGGT1_289320,TGME49_289320,TGVEG_289320	OG6_158730
TGRH88_014170	TGRH88_014170_t1	Toxoplasma gondii RH-88	CM023090:3,260,129..3,272,280(+)	ubiquitin carboxyl-terminal hydrolase family 2 protein	TGGT1_289330,TGME49_289330,TGVEG_289330	OG6_101317
TGRH88_014180	TGRH88_014180_t1	Toxoplasma gondii RH-88	CM023090:3,273,488..3,275,274(-)	unspecified product	TGGT1_289340,TGME49_289340,TGVEG_289340	OG6_492347
TGRH88_014190	TGRH88_014190_t1	Toxoplasma gondii RH-88	CM023090:3,281,837..3,293,370(+)	ATP-binding cassette G family transporter ABCG84	TGGT1_289350,TGME49_289350,TGVEG_289350	OG6_100076
TGRH88_014200	TGRH88_014200_t1	Toxoplasma gondii RH-88	CM023090:3,295,504..3,299,542(-)	unspecified product	TGGT1_289360,TGME49_289360,TGVEG_289360	OG6_223176
TGRH88_014220	TGRH88_014220_t1	Toxoplasma gondii RH-88	CM023090:3,303,931..3,304,242(+)	unspecified product	TGGT1_289370,TGME49_289370,TGVEG_289370	OG6_102722
TGRH88_014230	TGRH88_014230_t1	Toxoplasma gondii RH-88	CM023090:3,307,786..3,313,142(+)	unspecified product	TGGT1_289380,TGME49_289380,TGVEG_289380	OG6_223177
TGRH88_014240	TGRH88_014240_t1	Toxoplasma gondii RH-88	CM023090:3,319,196..3,323,552(+)	serine/threonine specific protein phosphatase	TGGT1_289490,TGME49_289490,TGVEG_289490	OG6_490867
TGRH88_014250	TGRH88_014250_t1	Toxoplasma gondii RH-88	CM023090:3,327,260..3,332,369(+)	unspecified product	TGGT1_289510,TGME49_289510,TGVEG_289510	OG6_489396
TGRH88_014260	TGRH88_014260_t1	Toxoplasma gondii RH-88	CM023090:3,333,847..3,348,012(-)	unspecified product	TGGT1_289520,TGME49_289520,TGVEG_289520	OG6_490337
TGRH88_014270	TGRH88_014270_t1	Toxoplasma gondii RH-88	CM023090:3,351,578..3,354,132(-)	ribosomal protein RPL19	TGGT1_289530,TGME49_289530,TGVEG_289530	OG6_100773
TGRH88_014280	TGRH88_014280_t1	Toxoplasma gondii RH-88	CM023090:3,356,513..3,359,326(+)	unspecified product	TGGT1_289540,TGME49_289540,TGVEG_289540	OG6_490678
TGRH88_014290	TGRH88_014290_t1	Toxoplasma gondii RH-88	CM023090:3,361,429..3,366,306(-)	WD domain, G-beta repeat-containing protein	TGGT1_289550,TGME49_289550,TGVEG_289550	OG6_102416
TGRH88_014300	TGRH88_014300_t1	Toxoplasma gondii RH-88	CM023090:3,367,900..3,370,171(+)	RNA recognition motif-containing protein	TGGT1_289560,TGME49_289560,TGVEG_289560	OG6_102337
TGRH88_014310	TGRH88_014310_t1	Toxoplasma gondii RH-88	CM023090:3,374,528..3,393,545(+)	phosphatidylinositol transfer protein	TGGT1_289570,TGME49_289570,TGVEG_289570	OG6_103092
TGRH88_014320	TGRH88_014320_t1	Toxoplasma gondii RH-88	CM023090:3,396,220..3,401,653(-)	strictosidine synthase subfamily protein	TGGT1_289580,TGME49_289580,TGVEG_289580	OG6_101875
TGRH88_014330	TGRH88_014330_t1	Toxoplasma gondii RH-88	CM023090:3,402,786..3,403,596(-)	unspecified product	TGGT1_289590,TGME49_289590,TGVEG_289590	OG6_210532
TGRH88_014340	TGRH88_014340_t1	Toxoplasma gondii RH-88	CM023090:3,404,219..3,405,494(-)	heat shock protein HSP29	TGGT1_289600,TGME49_289600,TGVEG_289600	OG6_100183
TGRH88_014350	TGRH88_014350_t1	Toxoplasma gondii RH-88	CM023090:3,406,685..3,408,297(+)	unspecified product	TGGT1_289610,TGME49_289610,TGVEG_289610	OG6_146365
TGRH88_014360	TGRH88_014360_t1	Toxoplasma gondii RH-88	CM023090:3,410,559..3,412,826(+)	unspecified product	TGGT1_289615,TGME49_289615,TGVEG_289615	OG6_490928
TGRH88_014370	TGRH88_014370_t1	Toxoplasma gondii RH-88	CM023090:3,415,053..3,420,486(-)	cathepsin CPC1	TGGT1_289620,TGME49_289620,TGVEG_289620	OG6_103622
TGRH88_014380	TGRH88_014380_t1	Toxoplasma gondii RH-88	CM023090:3,421,738..3,426,131(+)	microneme protein MIC16	TGGT1_289630,TGME49_289630,TGVEG_289630	OG6_223081
TGRH88_014390	TGRH88_014390_t1	Toxoplasma gondii RH-88	CM023090:3,426,604..3,427,936(-)	unspecified product	TGGT1_289640,TGME49_289640,TGVEG_289640	OG6_133214
TGRH88_014400	TGRH88_014400_t1	Toxoplasma gondii RH-88	CM023090:3,429,019..3,432,214(+)	PEP-carboxykinase I	TGGT1_289650,TGME49_289650,TGVEG_289650	OG6_102030
TGRH88_014410	TGRH88_014410_t1	Toxoplasma gondii RH-88	CM023090:3,433,125..3,433,788(-)	unspecified product	TGGT1_289660,TGME49_289660,TGVEG_289660	OG6_490087
TGRH88_014420	TGRH88_014420_t1	Toxoplasma gondii RH-88	CM023090:3,434,277..3,437,071(+)	DNA repair metallo-beta-lactamase	TGGT1_289670,TGME49_289670,TGVEG_289670	OG6_102812
TGRH88_014430	TGRH88_014430_t1	Toxoplasma gondii RH-88	CM023090:3,437,879..3,440,864(-)	Ras-related protein Rab11	TGGT1_289680,TGME49_289680,TGVEG_289680	OG6_100582
TGRH88_014440	TGRH88_014440_t1	Toxoplasma gondii RH-88	CM023090:3,444,946..3,447,009(-)	glyceraldehyde-3-phosphate dehydrogenase GAPDH1	TGGT1_289690,TGME49_289690,TGVEG_289690	OG6_100218
TGRH88_014450	TGRH88_014450_t1	Toxoplasma gondii RH-88	CM023090:3,447,187..3,448,956(+)	unspecified product	TGGT1_289700,TGME49_289700,TGVEG_289700	OG6_489524
TGRH88_014460	TGRH88_014460_t1	Toxoplasma gondii RH-88	CM023090:3,453,634..3,460,488(+)	AP2 domain transcription factor AP2IX-5	TGGT1_289710,TGME49_289710,TGVEG_289710	OG6_491444
TGRH88_014470	TGRH88_014470_t1	Toxoplasma gondii RH-88	CM023090:3,464,334..3,476,976(-)	Pep3/Vps18/deep orange family protein	TGGT1_289730,TGME49_289730,TGVEG_289730	OG6_102656
TGRH88_014490	TGRH88_014490_t1	Toxoplasma gondii RH-88	CM023090:3,480,568..3,485,647(-)	unspecified product	TGGT1_289740,TGME49_289740,TGVEG_289740	OG6_489988
TGRH88_014500	TGRH88_014500_t1	Toxoplasma gondii RH-88	CM023090:3,490,201..3,491,040(+)	unspecified product	TGGT1_289745,TGME49_289745,TGVEG_289745	OG6_489989
TGRH88_014510	TGRH88_014510_t1	Toxoplasma gondii RH-88	CM023090:3,491,767..3,492,974(+)	ribosomal-ubiquitin protein RPL40	TGGT1_289750,TGME49_289750,TGVEG_289750	OG6_101560
TGRH88_014520	TGRH88_014520_t1	Toxoplasma gondii RH-88	CM023090:3,495,209..3,497,917(-)	unspecified product	TGGT1_289760,TGME49_289760,TGVEG_289760	OG6_100546
TGRH88_014530	TGRH88_014530_t1	Toxoplasma gondii RH-88	CM023090:3,500,735..3,502,027(+)	mu1 adaptin	TGGT1_289770,TGME49_289770,TGVEG_289770	OG6_101263
TGRH88_014540	TGRH88_014540_t1	Toxoplasma gondii RH-88	CM023090:3,505,648..3,516,093(-)	putative ATP-dependent hsl protease ATP-binding subunit hslU	TGGT1_289780,TGME49_289780,TGVEG_289780	OG6_106348
TGRH88_014550	TGRH88_014550_t1	Toxoplasma gondii RH-88	CM023090:3,520,409..3,523,589(-)	unspecified product	TGGT1_289790,TGME49_289790,TGVEG_289790	OG6_490971
TGRH88_014560	TGRH88_014560_t1	Toxoplasma gondii RH-88	CM023090:3,525,141..3,525,845(+)	unspecified product	TGGT1_289800,TGME49_289800,TGVEG_289800	OG6_101611
TGRH88_014570	TGRH88_014570_t1	Toxoplasma gondii RH-88	CM023090:3,525,974..3,526,771(+)	unspecified product	TGME49_289810	OG6_489552
TGRH88_014580	TGRH88_014580_t1	Toxoplasma gondii RH-88	CM023090:3,529,217..3,534,955(+)	TBC domain-containing protein	TGGT1_289820,TGME49_289820,TGVEG_289820	OG6_142611
TGRH88_014590	TGRH88_014590_t1	Toxoplasma gondii RH-88	CM023090:3,537,539..3,542,773(+)	putative eukaryotic initiation factor-3, delta subunit	TGGT1_289830,TGME49_289830,TGVEG_289830	OG6_101932
TGRH88_014600	TGRH88_014600_t1	Toxoplasma gondii RH-88	CM023090:3,543,767..3,548,724(-)	unspecified product	TGGT1_289840,TGVEG_289840	OG6_490401
TGRH88_014610	TGRH88_014610_t1	Toxoplasma gondii RH-88	CM023090:3,549,005..3,551,551(-)	unspecified product	TGGT1_289850,TGME49_500099,TGVEG_289850	OG6_491194
TGRH88_014620	TGRH88_014620_t1	Toxoplasma gondii RH-88	CM023090:3,554,761..3,555,381(-)	unspecified product	TGGT1_289860,TGME49_289860,TGVEG_289860	OG6_492022
TGRH88_014630	TGRH88_014630_t1	Toxoplasma gondii RH-88	CM023090:3,555,598..3,556,325(+)	unspecified product	TGGT1_289870,TGME49_289870,TGVEG_289870	OG6_490812
TGRH88_014640	TGRH88_014640_t1	Toxoplasma gondii RH-88	CM023090:3,557,311..3,569,107(-)	unspecified product	TGGT1_289880,TGME49_289880,TGVEG_289880	OG6_113142
TGRH88_014650	TGRH88_014650_t1	Toxoplasma gondii RH-88	CM023090:3,571,711..3,575,347(-)	unspecified product	TGGT1_289890,TGME49_289890,TGVEG_289890	OG6_491146
TGRH88_014660	TGRH88_014660_t1	Toxoplasma gondii RH-88	CM023090:3,576,049..3,577,344(+)	n-acetyltransferase family protein	TGGT1_289900,TGME49_289900,TGVEG_289900	OG6_102129
TGRH88_014670	TGRH88_014670_t1	Toxoplasma gondii RH-88	CM023090:3,578,439..3,580,271(-)	unspecified product	TGGT1_289910,TGME49_289910,TGVEG_289910	OG6_112929
TGRH88_014680	TGRH88_014680_t1	Toxoplasma gondii RH-88	CM023090:3,584,360..3,585,645(-)	unspecified product	TGGT1_289920,TGME49_289920,TGVEG_289920	OG6_491379
TGRH88_014690	TGRH88_014690_t1	Toxoplasma gondii RH-88	CM023090:3,588,654..3,594,015(+)	putative phosphoenolpyruvate carboxykinase	TGGT1_289930,TGME49_289930,TGVEG_289930	OG6_490345
TGRH88_014700	TGRH88_014700_t1	Toxoplasma gondii RH-88	CM023090:3,596,138..3,603,054(-)	uroporphyrinogen decarboxylase	TGGT1_289940,TGME49_289940,TGVEG_289940	OG6_100829
TGRH88_014710	TGRH88_014710_t1	Toxoplasma gondii RH-88	CM023090:3,605,387..3,612,460(+)	unspecified product	TGGT1_289950,TGME49_289950,TGVEG_289950	OG6_139516
TGRH88_014720	TGRH88_014720_t1	Toxoplasma gondii RH-88	CM023090:3,615,015..3,618,174(-)	unspecified product	TGGT1_289960,TGME49_289960,TGVEG_289960	OG6_215381
TGRH88_014730	TGRH88_014730_t1	Toxoplasma gondii RH-88	CM023090:3,621,995..3,623,599(+)	unspecified product	TGGT1_289970,TGME49_289970,TGVEG_289970	OG6_490669
TGRH88_014740	TGRH88_014740_t1	Toxoplasma gondii RH-88	CM023090:3,626,726..3,628,733(+)	HAD hydrolase, family IIA protein	TGGT1_289980,TGME49_289980,TGVEG_289980	OG6_100677
TGRH88_014750	TGRH88_014750_t1	Toxoplasma gondii RH-88	CM023090:3,631,451..3,635,761(-)	unspecified product	TGGT1_289990,TGME49_289990,TGVEG_289990	OG6_222915
TGRH88_014760	TGRH88_014760_t1	Toxoplasma gondii RH-88	CM023090:3,639,321..3,639,890(-)	unspecified product	TGGT1_290000,TGME49_290000,TGVEG_290000	OG6_222914
TGRH88_014770	TGRH88_014770_t1	Toxoplasma gondii RH-88	CM023090:3,643,114..3,647,972(-)	putative proteasome subunit beta type 1	TGGT1_290005,TGME49_290005,TGVEG_290005	OG6_101631
TGRH88_014780	TGRH88_014780_t1	Toxoplasma gondii RH-88	CM023090:3,648,668..3,649,395(+)	unspecified product	TGGT1_290010,TGME49_290010,TGVEG_290010	OG6_491791
TGRH88_014790	TGRH88_014790_t1	Toxoplasma gondii RH-88	CM023090:3,649,842..3,655,576(-)	cyclin dependent kinase binding protein	TGGT1_290020,TGME49_290020,TGVEG_290020	OG6_103855
TGRH88_014800	TGRH88_014800_t1	Toxoplasma gondii RH-88	CM023090:3,657,723..3,661,020(-)	unspecified product	TGGT1_290030,TGME49_290030,TGVEG_290030	OG6_149565
TGRH88_014810	TGRH88_014810_t1	Toxoplasma gondii RH-88	CM023090:3,662,547..3,664,383(+)	putative macrophage migration inhibitory factor	TGGT1_290040,TGME49_290040,TGVEG_290040	OG6_104199
TGRH88_014820	TGRH88_014820_t1	Toxoplasma gondii RH-88	CM023090:3,665,732..3,666,190(-)	unspecified product	TGGT1_290150,TGVEG_290150	OG6_491650
TGRH88_014830	TGRH88_014830_t1	Toxoplasma gondii RH-88	CM023090:3,666,277..3,676,048(-)	putative sortilin	TGGT1_290160,TGME49_290160,TGVEG_290160	OG6_101285
TGRH88_014840	TGRH88_014840_t1	Toxoplasma gondii RH-88	CM023090:3,679,956..3,690,107(-)	kelch repeat domain containing/Serine/threonine protein phosphatase protein	TGGT1_290170,TGME49_290170,TGVEG_290170	OG6_106601
TGRH88_014850	TGRH88_014850_t1	Toxoplasma gondii RH-88	CM023090:3,694,894..3,696,192(-)	AP2 domain transcription factor AP2IX-6	TGGT1_290180,TGME49_290180,TGVEG_290180	OG6_146117
TGRH88_014860	TGRH88_014860_t1	Toxoplasma gondii RH-88	CM023090:3,699,195..3,701,552(-)	unspecified product	TGGT1_290190,TGME49_290190,TGVEG_290190	OG6_159546
TGRH88_014870	TGRH88_014870_t1	Toxoplasma gondii RH-88	CM023090:3,704,029..3,708,677(-)	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain-containing protein	TGGT1_290200,TGME49_290200,TGVEG_290200	OG6_110531
TGRH88_014880	TGRH88_014880_t1	Toxoplasma gondii RH-88	CM023090:3,709,853..3,710,224(-)	unspecified product	TGGT1_290210,TGVEG_290210	OG6_490074
TGRH88_014890	TGRH88_014890_t1	Toxoplasma gondii RH-88	CM023090:3,710,984..3,725,336(-)	unspecified product	TGGT1_290225	OG6_324012
TGRH88_014900	TGRH88_014900_t1	Toxoplasma gondii RH-88	CM023090:3,726,751..3,730,707(+)	unspecified product	TGGT1_290240,TGME49_290240,TGVEG_290240	OG6_102686
TGRH88_014910	TGRH88_014910_t1	Toxoplasma gondii RH-88	CM023090:3,730,869..3,731,851(-)	unspecified product	TGGT1_290250,TGME49_290250,TGVEG_290250	OG6_179358
TGRH88_014920	TGRH88_014920_t1	Toxoplasma gondii RH-88	CM023090:3,732,883..3,735,228(+)	thioredoxin family Trp26 protein	TGGT1_290260,TGME49_290260,TGVEG_290260	OG6_102988
TGRH88_014930	TGRH88_014930_t1	Toxoplasma gondii RH-88	CM023090:3,737,212..3,742,020(-)	SPRY domain-containing protein	TGGT1_290270,TGME49_290270,TGVEG_290270	OG6_106467
TGRH88_014940	TGRH88_014940_t1	Toxoplasma gondii RH-88	CM023090:3,745,289..3,755,238(+)	ubiquitin-activating enzyme E1 family protein	TGGT1_290290,TGME49_290290,TGVEG_290290	OG6_100444
TGRH88_014950	TGRH88_014950_t1	Toxoplasma gondii RH-88	CM023090:3,756,432..3,757,529(+)	unspecified product	TGGT1_290300,TGME49_290300,TGVEG_290300	OG6_222913
TGRH88_014960	TGRH88_014960_t1	Toxoplasma gondii RH-88	CM023090:3,759,257..3,768,552(-)	unspecified product	TGGT1_290310,TGME49_290310,TGVEG_290310	OG6_489417
TGRH88_014970	TGRH88_014970_t1	Toxoplasma gondii RH-88	CM023090:3,777,001..3,786,270(+)	chloride transporter, chloride channel (ClC) family protein	TGGT1_290330,TGME49_290330,TGVEG_290330	OG6_103492
TGRH88_014980	TGRH88_014980_t1	Toxoplasma gondii RH-88	CM023090:3,787,031..3,791,312(-)	HEAT repeat-containing protein	TGGT1_290340,TGME49_290340,TGVEG_290340	OG6_101312
