Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGME49_216460	TGME49_216460.R885	Toxoplasma gondii ME49	TGME49_chrXI:6,132,575..6,135,504(+)	hypothetical protein	TGGT1_216460,TGRH88_056110,TGVEG_216460	OG6_146169
TGME49_216470	TGME49_216470.R886	Toxoplasma gondii ME49	TGME49_chrXI:6,127,118..6,129,692(-)	hypothetical protein	TGGT1_216470,TGRH88_056100,TGVEG_216470	OG6_490910
TGME49_216480	TGME49_216480-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,122,064..6,126,061(+)	NMD3 family protein	TGGT1_216480,TGRH88_056090,TGVEG_216480	OG6_101748
TGME49_216490	TGME49_216490-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,117,983..6,121,878(-)	hypothetical protein	TGGT1_216490,TGRH88_056080,TGVEG_216490	OG6_223120
TGME49_216500	TGME49_216500-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,105,427..6,116,971(-)	tRNA synthetase, putative	TGGT1_216500,TGRH88_056070,TGVEG_216500	OG6_491631
TGME49_216510	TGME49_216510-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,097,166..6,105,250(+)	thioredoxin, putative	TGGT1_216510,TGRH88_056060,TGVEG_216510	OG6_139506
TGME49_216530	TGME49_216530-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,092,529..6,096,989(-)	ribosome recycling factor protein	TGGT1_216530,TGRH88_056050,TGVEG_216530	OG6_101101
TGME49_216540	TGME49_216540.R887	Toxoplasma gondii ME49	TGME49_chrXI:6,088,132..6,092,497(+)	dolichyl-phosphate beta-glucosyltransferase	TGGT1_216540,TGRH88_056040,TGVEG_216540	OG6_101465
TGME49_216560	TGME49_216560.R888	Toxoplasma gondii ME49	TGME49_chrXI:6,081,807..6,086,824(-)	methyltransferase domain-containing protein	TGGT1_216560,TGRH88_056030,TGVEG_216560	OG6_102474
TGME49_216580	TGME49_216580-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,072,786..6,079,582(-)	hypothetical protein	TGGT1_216580,TGRH88_056020,TGVEG_216580	OG6_489517
TGME49_216585	TGME49_216585-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,071,501..6,072,869(+)	hypothetical protein	TGGT1_216585,TGVEG_216585	OG6_492114
TGME49_216590	TGME49_216590-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,060,113..6,070,321(-)	HEAT repeat-containing protein	TGGT1_216590,TGRH88_056000,TGVEG_216590	OG6_101362
TGME49_216600	TGME49_216600-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:6,050,461..6,059,346(-)	exonuclease III APE	TGGT1_216600,TGRH88_055990,TGVEG_216600	OG6_101139
TGME49_216610	TGME49_216610.R889	Toxoplasma gondii ME49	TGME49_chrXI:6,039,473..6,048,790(-)	ribosomal RNA large subunit methyltransferase J protein	TGGT1_216610,TGRH88_055980,TGVEG_216610	OG6_104445
TGME49_216620	TGME49_216620.R890	Toxoplasma gondii ME49	TGME49_chrXI:6,006,047..6,038,609(+)	EF hand domain-containing protein	TGGT1_216620,TGRH88_055970,TGVEG_216620	OG6_157509
TGME49_216630	TGME49_216630-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,992,889..6,003,436(-)	trigger factor protein, putative	TGGT1_216630,TGRH88_055960,TGVEG_216630	OG6_105914
TGME49_216640	TGME49_216640-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,989,007..5,992,820(+)	GHMP kinase, putative	TGGT1_216640,TGRH88_055950,TGVEG_216640	OG6_103889
TGME49_216650	TGME49_216650.R891	Toxoplasma gondii ME49	TGME49_chrXI:5,981,916..5,986,152(-)	mature soluble cytoskeleton protein MSC1A	TGGT1_216650,TGRH88_055940,TGVEG_216650	OG6_179335
TGME49_216660	TGME49_216660-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,976,855..5,981,532(+)	hypothetical protein	TGGT1_216660,TGRH88_055930,TGVEG_216660	OG6_110859
TGME49_216670	TGME49_216670-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,968,994..5,976,592(-)	FUSE-binding protein 2 / KH-type splicing regulatory protein	TGGT1_216670,TGRH88_055920,TGVEG_216670	OG6_201730
TGME49_216680	TGME49_216680-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,955,849..5,969,369(+)	serine/threonine protein phosphatase 6 structural subunit PP6S	TGGT1_216680,TGRH88_055910,TGVEG_216680	OG6_142835
TGME49_216700	TGME49_216700-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,953,121..5,955,806(-)	peptide deformylase, putative	TGGT1_216700,TGRH88_055900,TGVEG_216700	OG6_101584
TGME49_216710	TGME49_216710.R892	Toxoplasma gondii ME49	TGME49_chrXI:5,947,696..5,952,187(+)	apicomplexan amino acid transporter ApiAT5-4	TGGT1_216710,TGRH88_055890,TGVEG_216710	OG6_136999
TGME49_216720	TGME49_216720-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,944,501..5,946,901(+)	hypothetical protein	TGGT1_216720,TGRH88_055880,TGVEG_216720	OG6_491161
TGME49_216730	TGME49_216730-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,932,325..5,947,217(-)	DNA replication licensing factor MCM3, putative	TGGT1_216730,TGRH88_055870,TGVEG_216730	OG6_101598
TGME49_216740	TGME49_216740-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,926,168..5,932,296(+)	riboflavin kinase	TGGT1_216740A,TGGT1_216740B,TGRH88_055860,TGVEG_216740	OG6_101300
TGME49_216750	TGME49_216750-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,915,753..5,924,539(-)	Paf1/RNA polymerase II complex component LEO1	TGGT1_216750,TGRH88_055850,TGVEG_216750	OG6_138478
TGME49_216760	TGME49_216760-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,905,421..5,915,634(+)	RNA pseudouridine synthase superfamily protein	TGGT1_216760,TGRH88_055840,TGVEG_216760	OG6_102784
TGME49_216770	TGME49_216770-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,902,206..5,902,697(+)	hypothetical protein	TGGT1_216770,TGRH88_055830,TGVEG_216770	OG6_491602
TGME49_216780	TGME49_216780.R893	Toxoplasma gondii ME49	TGME49_chrXI:5,888,677..5,900,714(+)	hypothetical protein	TGGT1_216780,TGRH88_055820,TGVEG_216780	OG6_490405
TGME49_216785	TGME49_216785-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,887,386..5,889,007(-)	hypothetical protein	TGGT1_216785,TGRH88_055810,TGVEG_216785	OG6_490265
TGME49_216790	TGME49_216790-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,880,213..5,887,198(-)	ATP-binding cassette sub-family E member 1, putative	TGGT1_216790,TGRH88_055800,TGVEG_216790	OG6_101314
TGME49_216800	TGME49_216800-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,875,277..5,877,907(-)	flagellar/basal body protein	TGGT1_216800,TGRH88_055790,TGVEG_216800	OG6_104602
TGME49_216810	TGME49_216810-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,871,236..5,874,465(-)	5'-nucleotidase, C-terminal domain-containing protein	TGGT1_216810,TGRH88_055780,TGVEG_216810	OG6_103434
TGME49_216820	TGME49_216820.R894	Toxoplasma gondii ME49	TGME49_chrXI:5,863,092..5,869,578(-)	transporter facilitator protein TFP1	TGGT1_216820,TGRH88_055770,TGVEG_216820	OG6_107635
TGME49_216830	TGME49_216830-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,859,125..5,861,897(-)	DTW domain-containing protein	TGGT1_216830,TGRH88_055760,TGVEG_216830	OG6_104689
TGME49_216840	TGME49_216840-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,853,605..5,858,696(+)	hypothetical protein	TGGT1_216840,TGRH88_055750,TGVEG_216840	OG6_189217
TGME49_216850	TGME49_216850-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,849,598..5,853,483(-)	hypothetical protein	TGGT1_216850,TGRH88_055740,TGVEG_216850	OG6_224190
TGME49_216860	TGME49_216860-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,844,514..5,849,376(+)	DEAD (Asp-Glu-Ala-Asp) box polypeptide DDX39	TGGT1_216860,TGRH88_055730,TGVEG_216860	OG6_101150
TGME49_216870	TGME49_216870-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,825,564..5,841,443(-)	DNA excision repair helicase	TGGT1_216870,TGRH88_055720,TGVEG_216870	OG6_101742
TGME49_216875	TGME49_216875-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,820,778..5,824,605(-)	cpw-wpc domain-containing protein	TGGT1_216875,TGRH88_055710,TGVEG_216875	OG6_125525
TGME49_216880	TGME49_216880.R895	Toxoplasma gondii ME49	TGME49_chrXI:5,815,677..5,820,009(-)	POC1 centriolar protein, putative	TGGT1_216880,TGRH88_055700,TGVEG_216880	OG6_101640
TGME49_216890	TGME49_216890-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,801,704..5,813,581(+)	hypothetical protein	TGGT1_216890,TGRH88_055690,TGVEG_216890	OG6_126773
TGME49_216900	TGME49_216900.R896	Toxoplasma gondii ME49	TGME49_chrXI:5,796,924..5,801,539(-)	cytokine induced apoptosis inhibitor 1 family protein	TGGT1_216900,TGRH88_055680,TGVEG_216900	OG6_102453
TGME49_216910	TGME49_216910-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,793,622..5,797,093(+)	hypothetical protein	TGGT1_216910,TGRH88_055670,TGVEG_216910	OG6_146114
TGME49_216920	TGME49_216920-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,788,142..5,792,501(+)	mediator complex subunit MED8	TGGT1_216920,TGRH88_055660,TGVEG_216920	OG6_181886
TGME49_216930	TGME49_216930-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,784,108..5,787,957(-)	cholinephosphate cytidylyltransferase	TGGT1_216930,TGRH88_055650,TGVEG_216930	OG6_101770
TGME49_216940	TGME49_216940-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,782,331..5,784,368(+)	hypothetical protein	TGGT1_216940,TGRH88_055640,TGVEG_216940	OG6_490045
TGME49_216950	TGME49_216950-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,775,761..5,781,691(+)	helicase	TGGT1_216950,TGRH88_055630,TGVEG_216950	OG6_170214
TGME49_216960	TGME49_216960-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,767,228..5,775,609(-)	elongation factor Tu GTP binding domain-containing protein	TGGT1_216960,TGRH88_055620,TGVEG_216960	OG6_103847
TGME49_216965	TGME49_216965.R897	Toxoplasma gondii ME49	TGME49_chrXI:5,765,176..5,767,160(+)	leucine rich repeat-containing protein	TGGT1_216965,TGRH88_055610,TGVEG_216965	OG6_108010
TGME49_216970	TGME49_216970-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,750,359..5,762,606(-)	coronin, putative	TGGT1_216970,TGRH88_055600,TGVEG_216970	OG6_100479
TGME49_216980	TGME49_216980-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,740,659..5,750,461(+)	WDR8 protein isoform 3 family protein	TGGT1_216980,TGRH88_055590,TGVEG_216980	OG6_103893
TGME49_216990	TGME49_216990-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,735,807..5,740,456(-)	LysM domain-containing protein	TGGT1_216990,TGRH88_055580,TGVEG_216990	OG6_115874
TGME49_217000	TGME49_217000-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,730,143..5,734,822(+)	hypothetical protein	TGGT1_217000,TGRH88_055570,TGVEG_217000	OG6_491662
TGME49_217010	TGME49_217010-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,724,225..5,730,093(-)	CD2BP2-like protein	TGGT1_217010,TGRH88_055560,TGVEG_217010	OG6_103383
TGME49_217020	TGME49_217020-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,714,087..5,724,067(+)	ATPase, AFG1 family protein	TGGT1_217020,TGRH88_055550,TGVEG_217020	OG6_101377
TGME49_217030	TGME49_217030-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,712,377..5,713,946(-)	hypothetical protein	TGGT1_217030,TGRH88_055540,TGVEG_217030	OG6_151107
TGME49_217040	TGME49_217040-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,711,258..5,713,139(+)	hypothetical protein	TGGT1_217040,TGVEG_217040	OG6_224191
TGME49_217050	TGME49_217050-t26_1	Toxoplasma gondii ME49	TGME49_chrXI:5,700,719..5,710,206(+)	ADA2-A transcriptional co-activator SAGA component	TGGT1_217050,TGRH88_055530,TGVEG_217050	OG6_100940
TGME49_217160	TGME49_217160.R898	Toxoplasma gondii ME49	TGME49_chrXI:5,696,207..5,700,564(-)	Der1 family protein	TGGT1_217160,TGRH88_055520,TGVEG_217160	OG6_101672
TGME49_217220	TGME49_217220.R899	Toxoplasma gondii ME49	TGME49_chrXI:5,643,223..5,659,485(-)	zinc finger, C3HC4 type (RING finger) domain-containing protein	TGGT1_217220,TGRH88_055480,TGVEG_217220	OG6_172899
TGME49_217340	TGME49_217340-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,758,660..1,763,378(+)	hypothetical protein	TGGT1_217340,TGRH88_059230,TGVEG_217340	OG6_491852
TGME49_217350	TGME49_217350.R900	Toxoplasma gondii ME49	TGME49_chrXII:1,764,476..1,771,780(-)	N6-adenosine-methyltransferase subunit METTL3	TGGT1_217350,TGRH88_059240,TGVEG_217350	OG6_103808
TGME49_217360	TGME49_217360-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,774,783..1,785,937(+)	hypothetical protein	TGGT1_217360,TGRH88_059250,TGVEG_217360	OG6_116025
TGME49_217370	TGME49_217370-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,786,328..1,787,496(-)	hypothetical protein	TGGT1_217370,TGRH88_059260,TGVEG_217370	OG6_489477
TGME49_217380	TGME49_217380.R901	Toxoplasma gondii ME49	TGME49_chrXII:1,790,047..1,794,263(-)	hypothetical protein	TGGT1_217380,TGRH88_059270,TGVEG_217380	OG6_491888
TGME49_217390	TGME49_217390.R902	Toxoplasma gondii ME49	TGME49_chrXII:1,795,483..1,808,225(-)	hypothetical protein	TGGT1_217390,TGRH88_059280,TGVEG_217390	OG6_490300
TGME49_217400	TGME49_217400-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,811,632..1,818,014(+)	hypothetical protein	TGGT1_217400,TGRH88_059290,TGVEG_217400	OG6_490949
TGME49_217410	TGME49_217410-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,818,241..1,824,433(-)	hypothetical protein	TGGT1_217410,TGRH88_059300,TGVEG_217410	OG6_489804
TGME49_217420	TGME49_217420.R903	Toxoplasma gondii ME49	TGME49_chrXII:1,825,878..1,830,962(-)	hypothetical protein	TGGT1_217420,TGRH88_059310,TGVEG_217420	OG6_489556
TGME49_217430	TGME49_217430-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,831,652..1,835,325(-)	protease inhibitor PI1	TGGT1_217430,TGRH88_059320,TGVEG_217430	OG6_100128
TGME49_217440	TGME49_217440-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,836,814..1,843,344(-)	HCNGP family protein	TGGT1_217440,TGRH88_059330,TGVEG_217440	OG6_104160
TGME49_217450	TGME49_217450.R904	Toxoplasma gondii ME49	TGME49_chrXII:1,844,540..1,846,691(-)	general transcription factor IIH polypeptide 5 GTF2H5	TGGT1_217450,TGRH88_059340,TGVEG_217450	OG6_104325
TGME49_217460	TGME49_217460-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,848,236..1,856,270(-)	glutaminyl-tRNA synthetase (GlnRS)	TGGT1_217460,TGRH88_059350,TGVEG_217460	OG6_101072
TGME49_217470	TGME49_217470.R905	Toxoplasma gondii ME49	TGME49_chrXII:1,858,662..1,864,487(+)	hypothetical protein	TGGT1_217470,TGRH88_059360,TGVEG_217470	OG6_491727
TGME49_217480	TGME49_217480-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,865,036..1,875,216(+)	hypothetical protein	TGGT1_217480,TGRH88_059380,TGVEG_217480	OG6_174451
TGME49_217490	TGME49_217490-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,876,612..1,878,110(+)	hypothetical protein	TGGT1_217490,TGRH88_059390,TGVEG_217490	OG6_179350
TGME49_217500	TGME49_217500.R906	Toxoplasma gondii ME49	TGME49_chrXII:1,878,136..1,884,178(-)	HMG (high mobility group) box domain-containing protein	TGGT1_217500,TGRH88_059400,TGVEG_217500	OG6_165731
TGME49_217510	TGME49_217510.R907	Toxoplasma gondii ME49	TGME49_chrXII:1,884,821..1,888,010(+)	inner membrane complex protein IMC19	TGGT1_217510,TGRH88_059410,TGVEG_217510	OG6_492155
TGME49_217520	TGME49_217520-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,887,673..1,891,263(-)	hypothetical protein	TGGT1_217520,TGRH88_059420,TGVEG_217520	OG6_490055
TGME49_217530	TGME49_217530.R908	Toxoplasma gondii ME49	TGME49_chrXII:1,891,636..1,895,197(+)	dense granule protein GRA63	TGGT1_217530,TGRH88_059440,TGVEG_217530	OG6_181876
TGME49_217540	TGME49_217540.R909	Toxoplasma gondii ME49	TGME49_chrXII:1,895,748..1,899,352(-)	serine/arginine-rich splicing factor SR2	TGGT1_217540,TGRH88_059450,TGVEG_217540	OG6_102665
TGME49_217550	TGME49_217550.R910	Toxoplasma gondii ME49	TGME49_chrXII:1,899,499..1,903,315(+)	dynactin subunit 6, putative	TGGT1_217550,TGRH88_059460,TGVEG_217550	OG6_104025
TGME49_217555	TGME49_217555-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,907,274..1,910,026(+)	hypothetical protein	TGGT1_217555,TGRH88_059470,TGVEG_217555	OG6_150288
TGME49_217560	TGME49_217560-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,910,247..1,912,586(-)	DNA-directed RNA polymerase II RPB10	TGGT1_217560,TGRH88_059480,TGVEG_217560	OG6_101548
TGME49_217570	TGME49_217570.R911	Toxoplasma gondii ME49	TGME49_chrXII:1,912,874..1,915,237(+)	ribosomal protein RPS27	TGGT1_217570,TGRH88_059490,TGVEG_217570	OG6_100584
TGME49_217580	TGME49_217580-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,915,962..1,927,907(-)	DNA-directed RNA polymerase III RPC6	TGGT1_217580,TGRH88_059500,TGVEG_217580	OG6_102251
TGME49_217590	TGME49_217590-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,928,076..1,933,700(+)	50S ribosomal protein L17, putative	TGGT1_217590,TGRH88_059510,TGVEG_217590	OG6_100929
TGME49_217600	TGME49_217600-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,935,874..1,953,549(+)	calcium-dependent protein kinase CDPK9	TGGT1_217600,TGRH88_059520,TGVEG_217600	OG6_144443
TGME49_217610	TGME49_217610.R912	Toxoplasma gondii ME49	TGME49_chrXII:1,953,375..1,958,738(-)	hypothetical protein	TGGT1_217610,TGRH88_059530,TGVEG_217610	OG6_164786
TGME49_217620	TGME49_217620.R913	Toxoplasma gondii ME49	TGME49_chrXII:1,959,390..1,961,647(-)	translation initiation factor IF-1, putative	TGGT1_217620,TGRH88_059540,TGVEG_217620	OG6_106260
TGME49_217630	TGME49_217630-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,961,767..1,967,289(+)	hypothetical protein	TGGT1_217630,TGRH88_059550,TGVEG_217630	OG6_489869
TGME49_217640	TGME49_217640.R914	Toxoplasma gondii ME49	TGME49_chrXII:1,967,653..1,969,712(-)	hypothetical protein	TGGT1_217640,TGRH88_059560,TGVEG_217640	OG6_491366
TGME49_217650	TGME49_217650.R915	Toxoplasma gondii ME49	TGME49_chrXII:1,970,387..1,976,065(-)	GAS8 domain-containing protein	TGGT1_217650,TGRH88_059570,TGVEG_217650	OG6_102980
TGME49_217660	TGME49_217660.R916	Toxoplasma gondii ME49	TGME49_chrXII:1,976,213..1,980,101(+)	Tctex-1 family protein	TGGT1_217660,TGRH88_059580,TGVEG_217660	OG6_101714
TGME49_217665	TGME49_217665.R917	Toxoplasma gondii ME49	TGME49_chrXII:1,980,212..1,983,273(-)	hypothetical protein	TGGT1_217665,TGRH88_059590,TGVEG_217665	OG6_181873
TGME49_217670	TGME49_217670.R918	Toxoplasma gondii ME49	TGME49_chrXII:1,983,445..1,990,017(+)	ribosomal protein RPS6	TGGT1_217670,TGRH88_059600,TGVEG_217670	OG6_106210
TGME49_217680	TGME49_217680.R919	Toxoplasma gondii ME49	TGME49_chrXII:1,990,590..2,004,540(-)	dense granule protein GRA57	TGGT1_217680,TGRH88_059610,TGVEG_217680	OG6_154113
TGME49_217688	TGME49_217688-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,016,846..2,021,477(-)	hypothetical protein	TGGT1_217688,TGRH88_059630,TGVEG_217688	OG6_489289
TGME49_217692	TGME49_217692.R920	Toxoplasma gondii ME49	TGME49_chrXII:2,008,112..2,015,455(-)	hypothetical protein	TGGT1_217692,TGRH88_059620,TGVEG_217692	OG6_491084
TGME49_217700	TGME49_217700.R921	Toxoplasma gondii ME49	TGME49_chrXII:2,025,270..2,032,216(+)	AP2 domain transcription factor AP2XII-2	TGGT1_217700,TGRH88_059640,TGVEG_217700	OG6_490208
TGME49_217710	TGME49_217710.R922	Toxoplasma gondii ME49	TGME49_chrXII:2,032,234..2,037,113(-)	DnaJ domain-containing protein	TGGT1_217710,TGRH88_059650,TGVEG_217710	OG6_145778
TGME49_217720	TGME49_217720-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,039,622..2,045,619(+)	hypothetical protein	TGGT1_217720,TGRH88_059660,TGVEG_217720	OG6_491558
TGME49_217722	TGME49_217722-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,053,565..2,054,481(+)	hypothetical protein	TGGT1_217722,TGVEG_217722	OG6_490607
TGME49_217724	TGME49_217724-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,064,687..2,065,500(+)	hypothetical protein	TGGT1_217724,TGVEG_217724	OG6_490832
TGME49_217726	TGME49_217726-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,069,303..2,070,181(+)	hypothetical protein	TGVEG_217726	OG6_489527
TGME49_217728	TGME49_217728-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,072,221..2,072,911(+)	hypothetical protein	TGGT1_217728,TGVEG_217728	OG6_489776
TGME49_217730	TGME49_217730-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,076,673..2,085,306(-)	WD repeat-containing protein	TGGT1_217730,TGRH88_059740,TGVEG_217730	OG6_491912
TGME49_217740	TGME49_217740.R923	Toxoplasma gondii ME49	TGME49_chrXII:2,085,766..2,090,478(+)	3-ketoacyl-(acyl-carrier-protein) reductase	TGGT1_217740,TGRH88_059750,TGVEG_217740	OG6_100272
TGME49_217760	TGME49_217760.R924	Toxoplasma gondii ME49	TGME49_chrXII:2,091,212..2,098,540(-)	GTP-binding protein	TGGT1_217760,TGRH88_059770,TGVEG_217760	OG6_101142
TGME49_217770	TGME49_217770-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,098,731..2,105,777(+)	hypothetical protein	TGGT1_217770,TGRH88_059780,TGVEG_217770	OG6_490443
TGME49_217780	TGME49_217780-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,106,372..2,118,462(-)	Sec20 protein	TGGT1_217780,TGRH88_059790,TGVEG_217780	OG6_151467
TGME49_217790	TGME49_217790.R925	Toxoplasma gondii ME49	TGME49_chrXII:2,120,002..2,134,011(-)	S1 RNA binding domain-containing protein	TGGT1_217790,TGRH88_059800,TGVEG_217790	OG6_491942
TGME49_217800	TGME49_217800.R926	Toxoplasma gondii ME49	TGME49_chrXII:2,136,343..2,147,647(-)	hypothetical protein	TGGT1_217800,TGRH88_059810,TGVEG_217800	OG6_491009
TGME49_217810	TGME49_217810-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,149,203..2,149,927(-)	hypothetical protein	TGGT1_217810,TGRH88_059820,TGVEG_217810	OG6_489999
TGME49_217820	TGME49_217820-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,149,417..2,155,947(+)	PCI domain-containing protein	TGGT1_217820,TGRH88_059830,TGVEG_217820	OG6_103094
TGME49_217830	TGME49_217830-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,156,556..2,166,228(-)	hypothetical protein	TGGT1_217830,TGRH88_059840,TGVEG_217830	OG6_491473
TGME49_217850	TGME49_217850-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,166,464..2,174,985(-)	Sucrose-6F-phosphate phosphohydrolase	TGGT1_217850,TGRH88_059850,TGVEG_217850	OG6_108848
TGME49_217855	TGME49_217855-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,178,616..2,179,725(-)	hypothetical protein	TGGT1_217855,TGRH88_059860,TGVEG_217855	OG6_490907
TGME49_217860	TGME49_217860-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,179,608..2,191,301(+)	hypothetical protein	TGGT1_217860,TGRH88_059870,TGVEG_217860	OG6_489631
TGME49_217870	TGME49_217870.R927	Toxoplasma gondii ME49	TGME49_chrXII:2,191,658..2,198,475(-)	palmitoyltransferase DHHC3	TGGT1_217870,TGRH88_059880,TGVEG_217870	OG6_100499
TGME49_217875	TGME49_217875-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,199,723..2,200,461(+)	hypothetical protein	TGGT1_217875,TGVEG_217875	OG6_490774
TGME49_217880	TGME49_217880-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,200,494..2,201,732(+)	RNA-binding protein Nova-1, putative	TGGT1_217880,TGRH88_059890,TGVEG_217880	OG6_103746
TGME49_217890	TGME49_217890.R928	Toxoplasma gondii ME49	TGME49_chrXII:2,203,786..2,205,260(-)	peroxiredoxin PRX1	TGGT1_217890,TGRH88_059900,TGVEG_217890	OG6_100111
TGME49_217900	TGME49_217900-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,206,352..2,209,714(-)	hypothetical protein	TGGT1_217900,TGRH88_059910,TGVEG_217900	OG6_118076
TGME49_217910	TGME49_217910-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:2,211,353..2,222,168(-)	DNA polymerase (pol2) superfamily protein	TGGT1_217910,TGRH88_059920,TGVEG_217910	OG6_102343
TGME49_217940	TGME49_217940.R929	Toxoplasma gondii ME49	TGME49_chrXII:2,238,141..2,242,336(+)	hypothetical protein	TGGT1_408550	OG6_105475
TGME49_218000	TGME49_218000-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,738,787..1,755,738(-)	hypothetical protein	TGGT1_218000,TGRH88_059220,TGVEG_218000,TGVEG_441720	OG6_491191
TGME49_218070	TGME49_218070-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,727,838..1,738,121(-)	hypothetical protein	TGGT1_218070,TGRH88_059210,TGVEG_218070	OG6_102758
TGME49_218130	TGME49_218130-t26_1	Toxoplasma gondii ME49	TGME49_chrXII:1,724,768..1,727,576(-)	hypothetical protein	TGRH88_059200,TGVEG_218130	OG6_491108
TGME49_218200	TGME49_218200.R930	Toxoplasma gondii ME49	TGME49_chrXII:1,698,901..1,706,994(-)	UDP-sugar pyrophospharylase	TGGT1_218200,TGRH88_059160,TGVEG_218200	OG6_109569
